moped_component_id,substantial_completion_date,pre_annualized_crash_rate,post_annualized_crash_rate,delta_crash_rate,pre_annualized_fatal_crash_rate,post_annualized_fatal_crash_rate,delta_fatal_crash_rate,pre_annualized_injury_rate,post_annualized_injury_rate,delta_injury_rate,pre_annualized_death_rate,post_annualized_death_rate,delta_death_rate,pre_annualized_cost,post_annualized_cost,delta_comp_cost
1216,2022-11-09 06:00:00+00:00,0.1513326431754515,1.3628731343283584,1.2115404911529069,0.0008454337607567123,0.0,-0.0008454337607567123,0.10567922009458905,1.1357276119402986,1.0300483918457095,0.0008454337607567123,0.0,-0.0008454337607567123,52027.99363696808,836009.0951492538,783981.1015122858
1217,2022-11-04 05:00:00+00:00,0.16243298951438648,1.2174632408441775,1.055030251329791,0.002402854874473173,0.0,-0.002402854874473173,0.1307153051713406,1.3233296096132363,1.1926143044418958,0.002402854874473173,0.0,-0.002402854874473173,75246.3615360772,513028.42305485945,437782.0615187823
1218,2021-05-04 05:00:00+00:00,0.1609553636220665,0.6972304853411387,0.5362751217190722,0.0,0.0,0.0,0.11371846342863393,0.46482032356075914,0.3511018601321252,0.0,0.0,0.0,51642.178515175634,292790.3218109222,241148.14329574653
1219,2021-05-04 05:00:00+00:00,0.1752809884049203,0.6295454001388457,0.45426441173392546,0.0,0.0,0.0,0.12104309765320911,0.5246211667823714,0.4035780691291623,0.0,0.0,0.0,57874.47518284421,216170.15177267615,158295.67658983194
1220,2023-11-13 06:00:00+00:00,0.1424883396726503,13.005934718100889,12.863446378428238,0.0,0.0,0.0,0.09359528194183891,8.670623145400594,8.577027863458754,0.0,0.0,0.0,51726.061190185246,2683557.8635014836,2631831.8023112984
1221,2022-05-05 05:00:00+00:00,0.08888573427566138,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,4533.17244805873,NA,NA
1223,2022-05-05 05:00:00+00:00,0.3461401776900296,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,17653.14906219151,NA,NA
1224,2022-05-05 05:00:00+00:00,0.15422758092007835,1.068633426795075,0.9144058458749966,0.0023192117431590728,0.0,-0.0023192117431590728,0.0927684697263629,0.5343167133975375,0.4415482436711746,0.0023192117431590728,0.0,-0.0023192117431590728,49671.71750910944,372953.06595148117,323281.3484423717
1226,2017-08-30 05:00:00+00:00,0.20656502580295497,0.35711084857620073,0.15054582277324577,0.0,0.0,0.0,0.20656502580295497,0.0,-0.20656502580295497,0.0,0.0,0.0,48129.65101208851,36425.30655477248,-11704.34445731603
1227,2017-08-30 05:00:00+00:00,0.2212016452597845,0.27907420967177105,0.05787256441198654,0.0,0.0,0.0,0.2212016452597845,0.27907420967177105,0.05787256441198654,0.0,0.0,0.0,183597.36556562115,79257.07554678297,-104340.29001883818
1228,2017-08-30 05:00:00+00:00,0.27146162455815925,0.25566115168761694,-0.015800472870542315,0.0,0.0,0.0,0.17451104435881667,0.164353597513468,-0.010157446845348667,0.0,0.0,0.0,104939.30800776843,57852.466324740744,-47086.841683027684
1229,2017-08-30 05:00:00+00:00,0.225573196778261,0.7204260425056296,0.4948528457273686,0.0,0.0,0.0,0.1127865983891305,0.5763408340045038,0.46355423561537323,0.0,0.0,0.0,55039.86001389568,200422.52502506616,145382.6650111705
1230,2017-08-30 05:00:00+00:00,0.2966597854411317,0.3683425425972225,0.07168275715609079,0.0,0.0,0.0,0.11866391417645267,0.11510704456163202,-0.003556869614820643,0.0,0.0,0.0,60933.91992960845,76131.79927306343,15197.87934345498
1231,2017-08-30 05:00:00+00:00,0.3161686860993302,0.25419115910870294,-0.06197752699062725,0.0,0.0,0.0,0.13948618504382215,0.09078255682453677,-0.04870362821928538,0.0,0.0,0.0,66172.24618478923,54179.02991288355,-11993.21627190568
1232,2017-08-30 05:00:00+00:00,0.7331270385548214,0.26363116898739886,-0.46949586956742256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37389.478966295894,26890.379236714685,-10499.099729581209
1236,2017-08-30 05:00:00+00:00,0.15514769650094687,0.2730245740804186,0.11787687757947171,0.0,0.1365122870402093,0.1365122870402093,0.31029539300189374,0.0,-0.31029539300189374,0.0,0.1365122870402093,0.1365122870402093,111861.4891771827,434928.1465101068,323066.6573329241
1237,2017-08-30 05:00:00+00:00,0.9241960991038481,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,94268.00210859251,NA,NA
1239,2017-08-30 05:00:00+00:00,1.5595089841665184,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
1241,2023-07-05 05:00:00+00:00,0.15674564148413053,NA,NA,0.0,NA,NA,0.058779615556548946,NA,NA,0.0,NA,NA,27685.198927134556,NA,NA
1242,2023-11-03 05:00:00+00:00,0.08781719277506737,NA,NA,0.0,NA,NA,0.17563438555013475,NA,NA,0.0,NA,NA,45401.48866470983,NA,NA
1243,2023-07-05 05:00:00+00:00,0.16619044652747494,1.5999269939770033,1.4337365474495285,0.0,0.0,0.0,0.11148179021718817,1.5999269939770033,1.4884452037598153,0.0,0.0,0.0,51681.09991485148,495177.40463588247,443496.304721031
1245,2023-11-03 05:00:00+00:00,0.16386840748920442,NA,NA,0.0,NA,NA,0.0936390899938311,NA,NA,0.0,NA,NA,31369.095147933418,NA,NA
1246,2023-07-05 05:00:00+00:00,0.5186675344654162,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,52904.08851547246,NA,NA
1250,2023-11-03 05:00:00+00:00,0.16783779126538895,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,8559.727354534836,NA,NA
1252,2023-11-03 05:00:00+00:00,0.15563249001331558,NA,NA,0.0,NA,NA,0.13833999112294718,NA,NA,0.0,NA,NA,61872.56102973812,NA,NA
1253,2023-11-03 05:00:00+00:00,0.16181492625477636,NA,NA,0.0,NA,NA,0.08090746312738818,NA,NA,0.0,NA,NA,207932.18023738763,NA,NA
1255,2023-07-05 05:00:00+00:00,0.12932827783597173,NA,NA,0.0,NA,NA,0.06466413891798586,NA,NA,0.0,NA,NA,24960.357622342544,NA,NA
1257,2023-11-03 05:00:00+00:00,0.14897100226022625,3.4237729462309594,3.274801943970733,0.0005172604245146745,0.0,-0.0005172604245146745,0.12000441848740448,2.282515297487306,2.1625108789999015,0.0005172604245146745,0.0,-0.0005172604245146745,52285.20097036781,919853.6648873844,867568.4639170166
1258,2023-11-03 05:00:00+00:00,0.14209067479292628,NA,NA,0.047363558264308755,NA,NA,0.09472711652861751,NA,NA,0.047363558264308755,NA,NA,165725.09036681632,NA,NA
1259,2023-11-03 05:00:00+00:00,0.27375784641329126,NA,NA,0.0,NA,NA,0.27375784641329126,NA,NA,0.0,NA,NA,77747.22838137472,NA,NA
1261,2023-11-03 05:00:00+00:00,0.12273013650682535,NA,NA,0.0,NA,NA,0.10227511375568779,NA,NA,0.0,NA,NA,45737.430871543576,NA,NA
1262,2023-11-03 05:00:00+00:00,0.1259702534309147,1.5295759902285813,1.4036057367976666,0.0,0.0,0.0,0.1259702534309147,1.5295759902285813,1.4036057367976666,0.0,0.0,0.0,43117.81817435308,434399.5812249171,391281.763050564
1263,2022-07-14 05:00:00+00:00,0.17456207582426997,1.295021421184813,1.1204593453605431,0.0013531943862346509,0.0,-0.0013531943862346509,0.1407322161684037,1.0252252917713103,0.8844930756029066,0.0013531943862346509,0.0,-0.0013531943862346509,57850.41320591756,466801.26311124244,408950.84990532487
1264,2022-07-14 05:00:00+00:00,0.16071273385659798,1.0521899765500806,0.8914772426934826,0.0003728833732171647,0.0,-0.0003728833732171647,0.11745826256340687,1.0008636362305645,0.8834053736671577,0.0003728833732171647,0.0,-0.0003728833732171647,55924.675431737145,316965.81464317185,261041.1392114347
1265,2022-07-14 05:00:00+00:00,0.1584522224864366,1.156210156078259,0.9977579335918223,0.0020511614561351016,0.0,-0.0020511614561351016,0.11332667045146437,1.006331061771818,0.8930043913203536,0.0020511614561351016,0.0,-0.0020511614561351016,59277.02771121234,465395.99912068585,406118.9714094735
1268,2017-08-30 05:00:00+00:00,0.3380398076276836,0.26703628111006183,-0.07100352651762176,0.0,0.0,0.0,0.14487420326900724,0.0,-0.14487420326900724,0.0,0.0,0.0,173704.1697195397,23832.98808907302,-149871.1816304667
1269,2018-10-19 05:00:00+00:00,0.24542934736959993,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,12516.896715849596,NA,NA
1270,2018-10-19 05:00:00+00:00,0.3351814323404581,0.1904534295087666,-0.14472800283169152,0.0,0.0,0.0,0.16759071617022905,0.0,-0.16759071617022905,0.0,0.0,0.0,64690.01644170841,9713.124904947097,-54976.89153676131
1271,2018-10-19 05:00:00+00:00,0.18325136334052922,0.3249290167616817,0.14167765342115246,0.0,0.0,0.0,0.06515604029885483,0.19495741005700898,0.12980136975815415,0.0,0.0,0.0,36743.93447603545,98307.27402124679,61563.33954521134
1272,2017-08-30 05:00:00+00:00,0.30751205001017323,0.3181970464514156,0.010684996441242378,0.0,0.010432690047587396,0.010432690047587396,0.10762921750356064,0.09389421042828656,-0.013735007075274072,0.0,0.010432690047587396,0.010432690047587396,50562.66882292274,84692.57780631448,34129.908983391746
1273,2017-08-30 05:00:00+00:00,0.3182582807905024,0.23342943116344714,-0.08482884962705525,0.017681015599472355,0.0,-0.017681015599472355,0.10608609359683412,0.08600031674442789,-0.02008577685240623,0.017681015599472355,0.0,-0.017681015599472355,114413.8519441856,42594.72830756164,-71819.12363662396
1274,2017-08-30 05:00:00+00:00,0.32957984773004984,0.2760221507838385,-0.05355769694621132,0.0,0.0,0.0,0.20598740483128114,0.14929499979503216,-0.05669240503624898,0.0,0.0,0.0,127825.48406805152,84287.44331451392,-43538.0407535376
1289,2017-08-30 05:00:00+00:00,0.2416940086575312,0.233045327661837,-0.008648680995694213,0.0,0.0,0.0,0.27622172418003565,0.233045327661837,-0.043176396518198656,0.0,0.0,0.0,83729.71014207331,66184.87305596171,-17544.8370861116
1290,2017-08-30 05:00:00+00:00,0.2040265332247178,0.17101387073489535,-0.03301266248982246,0.0,0.0,0.0,0.2040265332247178,0.0,-0.2040265332247178,0.0,0.0,0.0,482726.77760968235,17443.414814959324,-465283.362794723
1292,2017-08-30 05:00:00+00:00,0.177287895641622,0.2542122205144564,0.0769243248728344,0.0,0.0,0.0,0.0,0.2542122205144564,0.2542122205144564,0.0,0.0,0.0,9041.682677722722,72196.27062610562,63154.58794838289
1293,2017-08-30 05:00:00+00:00,9.816349384098544,NA,NA,0.0,NA,NA,9.816349384098544,NA,NA,0.0,NA,NA,2787843.2250839868,NA,NA
1294,2019-05-20 05:00:00+00:00,0.22076073135746294,0.3738573737009956,0.15309664234353265,0.004697036837392829,0.0,-0.004697036837392829,0.11272888409742789,0.31847109611566293,0.20574221201823506,0.004697036837392829,0.0,-0.004697036837392829,73287.8657738403,108806.34231638606,35518.47654254576
1295,2017-08-30 05:00:00+00:00,0.34483301207662953,0.24569074245354408,-0.09914226962308545,0.0,0.0,0.0,0.34483301207662953,0.36853611368031614,0.023703101603686605,0.0,0.0,0.0,109656.8978403682,98399.14235264441,-11257.755487723785
1298,2017-08-30 05:00:00+00:00,0.17763277877971187,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,18118.54343553061,NA,NA
1300,2017-08-30 05:00:00+00:00,0.22599190492149837,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,23051.174301992833,NA,NA
1302,2017-08-30 05:00:00+00:00,0.24241586239318605,0.6455556373812504,0.4031397749880644,0.0,0.0,0.0,0.18181189679488954,0.6455556373812504,0.4637437405863609,0.0,0.0,0.0,63997.78767180112,183337.80101627513,119340.01334447402
1303,2017-08-30 05:00:00+00:00,0.28021925329773134,0.30542970405196257,0.02521045075423123,0.0,0.0,0.0,0.032966970976203686,0.1674937086736569,0.1345267376974532,0.0,0.0,0.0,39626.29911339683,85668.10570102627,46041.80658762944
1304,2017-08-30 05:00:00+00:00,0.23985881000916642,0.2875356244839663,0.04767681447479988,0.0,0.0,0.0,0.06746029031507805,0.15609076757701026,0.08863047726193221,0.0,0.0,0.0,50887.545661007214,76098.35684557084,25210.81118456363
1307,2017-08-30 05:00:00+00:00,0.2190975730807271,0.2876456111566858,0.06854803807595869,0.0,0.0,0.0,0.03129965329724673,0.09588187038556194,0.06458221708831521,0.0,0.0,0.0,36025.90094513098,46790.352748154226,10764.451803023243
1308,2017-08-30 05:00:00+00:00,0.7007754416819889,0.40728522975421644,-0.29349021192777247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71479.09505156286,41543.09343493008,-29936.001616632784
1309,2017-08-30 05:00:00+00:00,0.2573261961589573,0.3161336597758446,0.05880746361688732,0.0015786883199936032,0.0,-0.0015786883199936032,0.1531327670393795,0.14635817582215027,-0.006774591217229231,0.0015786883199936032,0.0,-0.0015786883199936032,88032.39678780329,71247.15999022276,-16785.236797580525
1311,2017-08-30 05:00:00+00:00,0.24762945037147244,0.3522887111682675,0.10465926079679505,0.0,0.0,0.0,0.0550287667492161,0.3522887111682675,0.2972599444190514,0.0,0.0,0.0,43692.84079887758,100049.99397178796,56357.15317291038
1312,2017-08-30 05:00:00+00:00,0.24967601361454875,0.577334525097615,0.32765851148306624,0.0,0.0,0.0,0.14824513308363832,0.16495272145646142,0.0167075883728231,0.0,0.0,0.0,61599.753983964445,109940.98885073153,48341.23486676709
1313,2017-08-30 05:00:00+00:00,0.23075343655728298,0.2821788871220071,0.05142545056472414,0.0,0.0,0.0,0.1615274055900981,0.2257431096976057,0.0642157041075076,0.0,0.0,0.0,60584.31476811465,115749.77949744732,55165.46472933267
1314,2018-03-14 05:00:00+00:00,0.2035314251903337,0.36072165493889213,0.15719022974855842,0.0,0.0,0.0,0.13131059689698948,0.22330388162883796,0.09199328473184848,0.0,0.0,0.0,49011.68029180133,80939.06847962188,31927.388187820558
1315,2017-08-30 05:00:00+00:00,0.3206173878058593,0.3397542730901903,0.019136885284330996,0.0,0.0,0.0,0.6412347756117186,0.25481570481764276,-0.38641907079407584,0.0,0.0,0.0,816933.1041293296,81031.39413201039,-735901.7099973192
1316,2017-08-30 05:00:00+00:00,0.2771488810379563,0.33216840105933465,0.05501952002137833,0.0021765618929682432,0.001971325822310591,-0.00020523607065765217,0.15671245629371353,0.2247311437434074,0.06801868744969389,0.0021765618929682432,0.001971325822310591,-0.00020523607065765217,93507.2754838087,126272.28988519376,32765.014401385066
1317,2017-08-30 05:00:00+00:00,0.2668357769773223,0.39012173856753884,0.12328596159021654,0.0,0.0,0.0,0.22792222616812946,0.26599209447786737,0.03806986830973791,0.0,0.0,0.0,129848.95997158946,136879.53181831056,7030.571846721097
1318,2017-08-30 05:00:00+00:00,0.2916846903803281,0.34206110742576185,0.05037641704543372,0.0,0.0,0.0,0.09722823012677603,0.17103055371288092,0.07380232358610489,0.0,0.0,0.0,52406.01603833228,92185.46845124282,39779.45241291054
1319,2017-08-30 05:00:00+00:00,0.2737483033165305,0.4105194358305048,0.13677113251397433,0.0,0.0,0.0,0.2737483033165305,0.2766544024075141,0.002906099090983605,0.0,0.0,0.0,164471.80037633874,159344.0114511666,-5127.78892517215
1320,2019-09-26 05:00:00+00:00,0.29498266985227306,NA,NA,0.0,NA,NA,0.29498266985227306,NA,NA,0.0,NA,NA,375807.9213917959,NA,NA
1321,2020-01-31 06:00:00+00:00,0.20229131887443821,0.47696727543857065,0.27467595656413246,0.0020296787846933602,0.0061544164572718794,0.004124737672578519,0.20499755725402938,0.35387894629313305,0.14888138903910367,0.0020296787846933602,0.0061544164572718794,0.004124737672578519,100184.94481246425,215749.223326123,115564.27851365875
1322,2020-01-31 06:00:00+00:00,0.20389860030028803,0.48386300258481996,0.2799644022845319,0.0030800392794605442,0.005726189379702011,0.0026461501002414665,0.2082106552915328,0.509630854793479,0.3014201995019462,0.0030800392794605442,0.005726189379702011,0.0026461501002414665,108130.32297616544,254978.62379406102,146848.30081789556
1323,2017-08-30 05:00:00+00:00,0.25415030993233095,0.3233883945324675,0.06923808460013653,0.008471676997744365,0.0,-0.008471676997744365,0.18637689395037602,0.23975346491200172,0.05337657096162571,0.008471676997744365,0.0,-0.008471676997744365,126863.36304122186,106662.41357596728,-20200.949465254584
1325,2020-08-11 05:00:00+00:00,0.11286356203890871,1.3413925019127775,1.2285289398738688,0.0,0.0,0.0,0.0,0.6706962509563887,0.6706962509563887,0.0,0.0,0.0,17268.124991953035,293094.2616679419,275826.13667598885
1326,2020-08-11 05:00:00+00:00,0.18750401060939872,0.3781871521635964,0.19068314155419766,0.0,0.0,0.0,0.08203300464161195,0.0,-0.08203300464161195,0.0,0.0,0.0,43618.12046801138,57862.63428103025,14244.513813018872
1327,2020-08-11 05:00:00+00:00,0.40466056706027903,NA,NA,0.0,NA,NA,0.8093211341205581,NA,NA,0.0,NA,NA,558593.4467700092,NA,NA
1328,2020-08-11 05:00:00+00:00,0.18901157086279266,0.5265577769474566,0.337546206084664,0.0008217894385338812,0.008924708083855197,0.008102918645321316,0.17339757153064894,0.3569883233542079,0.18359075182355894,0.0008217894385338812,0.008924708083855197,0.008102918645321316,79206.53145421107,230998.21933442407,151791.687880213
1329,2020-08-11 05:00:00+00:00,0.2064612365063788,0.48476469612343087,0.27830345961705205,0.0,0.0,0.0,0.11470068694798823,0.807941160205718,0.6932404732577299,0.0,0.0,0.0,43104.51815505398,524676.9894375933,481572.4712825393
1330,2017-08-30 05:00:00+00:00,0.24700611457071206,0.8773896506856171,0.630383536114905,0.0,0.0,0.0,0.3705091718560681,0.43869482534280857,0.0681856534867405,0.0,0.0,0.0,606894.0235002396,191709.63867480736,-415184.3848254322
1332,2017-08-30 05:00:00+00:00,0.2264121703644394,NA,NA,0.0,NA,NA,0.6792365110933182,NA,NA,0.0,NA,NA,158262.10708474313,NA,NA
1333,2017-08-30 05:00:00+00:00,0.2833134029281536,0.38588768253688754,0.10257427960873394,0.0,0.0,0.0,0.2124850521961152,0.3508069841244432,0.13832193192832803,0.0,0.0,0.0,77202.90229792184,113942.10844361916,36739.20614569732
1334,2017-08-30 05:00:00+00:00,0.5387499231762031,0.3817445455733136,-0.15700537760288946,0.0,0.0,0.0,0.0,0.3817445455733136,0.3817445455733136,0.0,0.0,0.0,48083.430643476124,108415.45094282106,60332.020299344935
1337,2019-01-17 06:00:00+00:00,0.19808851857631474,0.3399987933218986,0.14191027474558385,0.0,0.0,0.0,0.11586309577105201,0.20148076641297694,0.08561767064192492,0.0,0.0,0.0,64670.29503633913,208859.99948285223,144189.7044465131
1338,2019-01-17 06:00:00+00:00,0.19939682634790337,0.3854126777462919,0.18601585139838853,0.0,0.0,0.0,0.11672009347194343,0.26108600750555255,0.14436591403360913,0.0,0.0,0.0,57659.72617514006,120957.41747721528,63297.69130207522
1339,2018-08-01 05:00:00+00:00,0.24826382144497874,0.3534158696062352,0.10515204816125648,0.0,0.0,0.0,0.1647768726404726,0.23089836814274034,0.06612149550226773,0.0,0.0,0.0,87483.33722227972,86963.86498110762,-519.4722411721013
1340,2018-08-01 05:00:00+00:00,0.21336461837282095,0.308523849986676,0.09515923161385503,0.0,0.0,0.0,0.17069169469825676,0.17629934284952914,0.005607648151272376,0.0,0.0,0.0,79937.05427337736,109437.8170738452,29500.76280046784
1341,2018-08-01 05:00:00+00:00,0.2608229938409355,0.33222255396677647,0.07139956012584098,0.0,0.0,0.0,0.1762970236147064,0.218780706270804,0.042483682656097616,0.0,0.0,0.0,82642.24860404455,97600.503964142,14958.25536009745
1342,2018-08-01 05:00:00+00:00,0.24907494906147545,0.33324993347166515,0.0841749844101897,0.0,0.0,0.0,0.1586848465794884,0.2169999566792238,0.05831511009973542,0.0,0.0,0.0,84006.55257781473,89655.85710155717,5649.304523742438
1343,2018-08-01 05:00:00+00:00,0.2598408111918293,0.3404800745746912,0.08063926338286193,0.0,0.0,0.0,0.17409334349852562,0.24117338615707296,0.06708004265854733,0.0,0.0,0.0,83429.68765747255,97391.48799813564,13961.800340663089
1344,2018-08-01 05:00:00+00:00,0.2610350877996711,0.3341914486766096,0.0731563608769385,0.0,0.0,0.0,0.1782066464786216,0.23305456289289878,0.054847916414277165,0.0,0.0,0.0,83568.87738740431,102886.99363335935,19318.11624595504
1345,2018-08-01 05:00:00+00:00,0.24658921488649468,0.33416089119952636,0.08757167631303167,0.0,0.0,0.0,0.16499719525493395,0.2132941858720381,0.04829699061710416,0.0,0.0,0.0,82841.28410991952,94233.37131826644,11392.087208346915
1346,2018-08-01 05:00:00+00:00,0.19849999344506908,0.35243439454594533,0.15393440110087625,0.0,0.0,0.0,0.14626315306478774,0.17621719727297266,0.029954044208184927,0.0,0.0,0.0,71815.20815481078,69303.70629892767,-2511.501855883107
1347,2018-08-01 05:00:00+00:00,0.2478161309473327,0.3405947262083614,0.09277859526102869,0.0,0.0,0.0,0.16521075396488846,0.22706315080557427,0.0618523968406858,0.0,0.0,0.0,87892.12110932067,84751.3210381806,-3140.8000711400673
1348,2018-10-22 05:00:00+00:00,0.23801895245594507,0.4148281912809417,0.17680923882499666,0.0,0.0,0.0,0.2567719608312619,0.2765521275206278,0.019780166689365886,0.0,0.0,0.0,122206.14288641115,131472.88142330648,9266.738536895326
1349,2018-10-08 05:00:00+00:00,0.2232022366055742,0.3514751048491215,0.12827286824354728,0.0,0.0,0.0,0.11904119285630624,0.0702950209698243,-0.048746171886481934,0.0,0.0,0.0,76930.3708833879,45059.10844165738,-31871.262441730527
