,moped_component_id,substantial_completion_date_x,pre_annualized_crash_rate,post_annualized_crash_rate
1184,1443,2021-01-07 06:00:00+00:00,0.14068367838228216,
1185,1444,2018-04-11 05:00:00+00:00,0.34811961399467856,0.1909013698033494
1186,1445,2022-01-15 06:00:00+00:00,0.16148389273006644,0.8276870085431349
1187,1446,2022-04-30 05:00:00+00:00,0.15969423422420834,0.9772030544562733
1188,1447,2022-01-01 06:00:00+00:00,0.16696846024324646,0.9784516689969569
1189,1448,2021-01-12 06:00:00+00:00,0.18680475642500957,0.3176777560339204
1190,1449,2019-01-07 06:00:00+00:00,0.26239290511399427,0.423992190797805
1191,1450,2022-12-30 06:00:00+00:00,0.1327192456532403,
1192,1451,2019-08-12 05:00:00+00:00,0.22814969046866576,0.32985888993414864
1193,1452,2022-12-19 06:00:00+00:00,0.1327068847509451,1.4550826638337429
1194,1453,2022-10-07 05:00:00+00:00,0.19380367500786735,1.217868146416809
1195,1454,2022-10-07 05:00:00+00:00,0.17738912849533603,1.367703109327984
1196,1455,2018-08-31 05:00:00+00:00,0.27795651060404647,0.36170827315865484
1197,1456,2022-02-11 06:00:00+00:00,0.17585569608860022,0.9737668001837748
1198,1457,2022-02-11 06:00:00+00:00,0.15805401517078016,0.8263574660633484
1199,1458,2022-02-11 06:00:00+00:00,0.18715147903117507,0.9766042780748664
1200,1459,2020-01-20 06:00:00+00:00,0.21814328291449783,0.42839190717547027
1201,1460,2018-10-19 05:00:00+00:00,0.30736972026059456,0.27481174486334653
1202,1461,2022-12-19 06:00:00+00:00,0.16766466124516397,1.0787595372877183
1203,1462,2022-12-19 06:00:00+00:00,0.1466655369281735,1.7600053540356044
1204,1463,2022-12-19 06:00:00+00:00,0.13605618279914392,1.506496184780367
1205,1464,2022-12-19 06:00:00+00:00,0.14427972670379513,1.2843149566746201
1206,1465,2022-12-19 06:00:00+00:00,0.1445492886775131,1.139625585023401
1207,1466,2019-11-05 06:00:00+00:00,0.2060756625420594,0.45267702222589445
1208,1467,2019-11-05 06:00:00+00:00,0.20316895568880286,0.4597871341529477
1209,1468,2024-03-18 05:00:00+00:00,0.16970768030050876,
1210,1469,2021-06-03 05:00:00+00:00,0.19006526311224822,0.77151909875022
1211,1470,2024-03-18 05:00:00+00:00,0.13164680278967056,
1212,1471,2024-03-18 05:00:00+00:00,0.13145570552623476,
1213,1472,2024-03-18 05:00:00+00:00,0.13687399823084428,
1214,1473,2024-06-03 05:00:00+00:00,0.13175416710504562,
1215,1474,2024-03-18 05:00:00+00:00,0.13622589317627315,
1216,1475,2024-03-18 05:00:00+00:00,0.13754421592222427,28.553745928338763
1217,1476,2022-06-01 05:00:00+00:00,0.1586060902133203,
1218,1477,2022-07-15 05:00:00+00:00,0.1709678776985433,1.0749233599019008
1219,1478,2024-03-18 05:00:00+00:00,0.10547847955045905,
1220,1479,2024-06-03 05:00:00+00:00,0.11571292212748932,
1221,1480,2024-03-18 05:00:00+00:00,0.12063864046099129,
1222,1481,2024-03-18 05:00:00+00:00,0.12770097685863607,3.979119382660009
1223,1482,2024-03-18 05:00:00+00:00,0.10547847955045905,
1224,1483,2024-03-18 05:00:00+00:00,0.10547847955045905,
1225,1484,2023-09-08 05:00:00+00:00,0.1101587353756299,
1226,1485,2024-03-18 05:00:00+00:00,0.13506638764370793,
1227,1486,2024-03-18 05:00:00+00:00,0.10547847955045905,
1228,1487,2024-03-18 05:00:00+00:00,0.10547847955045905,
1229,1488,2024-03-18 05:00:00+00:00,0.13157381251857433,
1230,1489,2023-10-18 05:00:00+00:00,0.12214867971852574,
1231,1490,2022-07-12 05:00:00+00:00,0.15473143522849628,0.7235658274865868
1232,1491,2018-10-28 05:00:00+00:00,0.20994898570162623,0.2682409718609704
1233,1492,2019-08-16 05:00:00+00:00,0.22568050478389595,0.4789640476450661
1234,1493,2019-08-16 05:00:00+00:00,0.2105844764215533,0.6213936343659177
1235,1494,2019-08-16 05:00:00+00:00,0.2105844764215533,0.6213936343659177
1236,1495,2019-08-16 05:00:00+00:00,0.2906123214210183,0.4323551171393341
1237,1496,2019-08-16 05:00:00+00:00,0.23106194786984882,0.45594632254108347
1238,1497,2019-08-16 05:00:00+00:00,0.2783589334155923,0.48794878931255214
